Index|순위|단어|품사|풀이|등급
3910|3222|그토록|부||C
3911|3223|기초하다03|동|基礎-|C
3912|3229|대가06|명|代價|C
3913|3231|되찾다|동||C
3914|3232|말리다03|동|빨래를 ~|C
3915|3233|무덤|명||C
3916|3234|물결|명||C
3917|3235|밥상|명|-床|C
3918|3236|보장하다01|동|保障-|C
3919|3238|사귀다|동||C
3920|3241|솟다01|동||C
3921|3243|예상하다|동|豫想-|C
3922|3244|예외|명|例外|C
3923|3245|완전01|명|完全|C
3924|3248|절대적|명|絶對的|C
3925|3249|제작하다02|동|製作-|C
3926|3251|최대한|명|最大限|C
3927|3254|품다01|동|가슴에 ~|C
3928|3258|휴식02|명|休息|C
3929|3259|굳다|형||C
3930|3260|굳어지다|동||C
3931|3261|굶다|동||C
3932|3263|기기13|명|機器|C
3933|3265|나침반|명|羅針盤|C
3934|3267|농부01|명|農夫|C
3935|3270|도달하다01|동|到達-|C
3936|3271|뒤늦다|형||C
3937|3272|뒤지다02|동|가방을 ~|C
3938|3274|디스크|명|disk|C
3939|3275|맛보다01|동||C
3940|3279|묻다02|동|시체를 ~|C
3941|3283|상23|명|像|C
3942|3284|상상력01|명|想像力|C
3943|3288|영업|명|營業|C
3944|3289|예01|명|~나 지금이나|C
3945|3290|예방02|명|豫防|C
3946|3291|완성01|명|完成|C
3947|3292|유리하다01|형|有利-|C
3948|3293|자연환경|명|自然環境|C
3949|3296|증명하다|동|證明-|C
3950|3297|지적되다|동|指摘-|C
3951|3299|철저히|부|徹底-|C
3952|3300|코스|명|course|C
3953|3301|학부모|명|學父母|C
3954|3302|합리적|명|合理的|C
3955|3304|해석하다02|동|解釋-|C
3956|3305|힘쓰다|동||C
3957|3306|거듭|부||C
3958|3309|날리다02|동|'날다'의 사동사|C
3959|3313|덜다01|동||C
3960|3315|뛰어넘다|동||C
3961|3316|마누라01|명||C
3962|3317|맞이하다|동||C
3963|3320|신고하다01|동|申告-|C
3964|3321|연속02|명|連續|C
3965|3323|욕02|명|辱|C
3966|3324|원장07|명|院長|C
3967|3325|유물04|명|遺物|C
3968|3326|저절로|부||C
3969|3328|정비05|명|整備|C
3970|3330|주의07|명|注意|C
3971|3333|집어넣다|동||C
3972|3334|통계04|명|統計|C
3973|3336|판01|의|마지막 ~|C
3974|3337|피해자|명|被害者|C
3975|3338|필수적|명|必須的|C
3976|3339|학용품|명|學用品|C
3977|3341|환하다01|형||C
3978|3344|강남|명|江南|C
3979|3346|구속되다|동|拘束-|C
3980|3348|돌아다니다|동||C
3981|3349|등등01|의|等等|C
3982|3350|멋지다|형||C
3983|3351|반발01|명|反撥|C
3984|3353|방지04|명|防止|C
3985|3354|배다01|동|땀이 ~|C
3986|3356|보장01|명|保障|C
3987|3357|빠져나오다|동||C
3988|3358|새다01|동|비가 ~|C
3989|3364|억울하다|형|抑鬱-|C
3990|3366|요구되다|동|要求-|C
3991|3367|음성02|명|音聲|C
3992|3368|이윽고|부||C
3993|3370|장식05|명|裝飾|C
3994|3371|전개하다02|동|展開-|C
3995|3373|전반적|명|全般的|C
3996|3377|척하다01|보||C
3997|3380|풍습01|명|風習|C
3998|3381|한가운데|명||C
3999|3382|한정되다|동|限定-|C
4000|3383|해내다|동||C
4001|3384|흉내|명||C
4002|3385|감옥02|명|監獄|C
4003|3386|갚다|동||C
4004|3388|건전하다|형|健全-|C
4005|3392|광장02|명|廣場|C
4006|3395|꽉|부||C
4007|3396|끼우다01|동||C
4008|3399|다듬다|동||C
4009|3400|다름없다|형||C
4010|3401|당당하다|형|堂堂-|C
4011|3402|댐02|명|dam|C
4012|3403|덩어리|명||C
4013|3404|두뇌|명|頭腦|C
4014|3406|모처럼|부||C
4015|3407|물리학|명|物理學|C
4016|3408|벌06|명|罰|C
4017|3410|부정적|명|否定的|C
4018|3411|북부01|명|北部|C
4019|3412|분리04|명|分離|C
4020|3413|상당04|명|相當|C
4021|3420|애초01|명|-初|C
4022|3423|에02|감||C
4023|3425|오염되다|동|汚染-|C
4024|3426|오해02|명|誤解|C
4025|3431|의식04|명|儀式|C
4026|3432|의지하다|동|依支-|C
4027|3436|제한하다|동|制限-|C
4028|3437|존중하다|동|尊重-|C
4029|3440|채10|부|말이 ~ 끝나기도 전에|C
4030|3441|책임지다|동||C
4031|3442|청춘01|명|靑春|C
4032|3443|초반01|명|初盤|C
4033|3446|트럭|명|truck|C
4034|3448|폭넓다|형|幅-|C
4035|3449|표현되다|동|表現-|C
4036|3450|학번|명|學番|C
4037|3452|허가01|명|許可|C
4038|3453|헤매다|동||C
4039|3454|가장07|명|家長|C
4040|3459|곡02|명|曲|C
4041|3460|곡식|명|穀食|C
4042|3462|꽂다|동||C
4043|3466|두려움|명||C
4044|3467|망설이다|동||C
4045|3468|무리01|명|~를 이루다|C
4046|3471|별다르다|형|別-|C
4047|3472|보편적|명|普遍的|C
4048|3473|부품|명|部品|C
4049|3476|뻔하다02|형||C
4050|3477|뽑히다|동||C
4051|3478|상담01|명|相談|C
4052|3479|서부01|명|西部|C
4053|3481|속담|명|俗談|C
4054|3482|시중03|명|市中|C
4055|3484|심사08|명|審査|C
4056|3486|앞세우다|동||C
4057|3488|유사하다03|형|類似-|C
4058|3490|의욕|명|意欲|C
4059|3491|인근|명|隣近|C
4060|3493|일반인|명|一般人|C
4061|3494|작성하다|동|作成-|C
4062|3497|정기07|명|定期|C
4063|3498|제의04|명|提議|C
4064|3502|차림|명||C
4065|3503|창조하다|동|創造-|C
4066|3507|펴내다|동||C
4067|3509|하드웨어|명|hardware|C
4068|3510|화장02|명|化粧|C
4069|3514|강렬하다02|형|强烈-|C
4070|3523|되풀이하다01|동||C
4071|3524|딱02|부|멎는 모양|C
4072|3525|리02|의|里|C
4073|3527|면하다01|동|免-|C
4074|3528|모색하다02|동|摸索-|C
4075|3530|붙잡다|동||C
4076|3531|빛깔|명||C
4077|3533|사방03|명|四方|C
4078|3534|살림01|명||C
4079|3537|실현|명|實現|C
4080|3538|아냐|감||C
4081|3539|연예인|명|演藝人|C
4082|3544|이내03|부||C
4083|3550|차츰|부||C
4084|3553|투표01|명|投票|C
4085|3554|파괴하다|동|破壞-|C
4086|3555|하느님|명||C
4087|3557|해당되다|동|該當-|C
4088|3559|홀로|부||C
4089|3563|감히|부|敢-|C
4090|3564|강요하다|동|强要-|C
4091|3565|개미03|명|곤충|C
4092|3566|관습|명|慣習|C
4093|3567|광경|명|光景|C
4094|3571|금세01|부||C
4095|3572|낮추다|동||C
4096|3574|내주다|동||C
4097|3578|명의02|명|名義|C
4098|3580|물러나다|동||C
4099|3581|밀접하다|형|密接-|C
4100|3583|분량|명|分量|C
4101|3584|불과01|부|不過|C
4102|3585|뻔하다01|보||C
4103|3589|소박하다01|형|素朴-|C
4104|3590|수없이|부|數-|C
4105|3591|승진03|명|昇進|C
4106|3592|양07|관|兩|C
4107|3596|열매01|명||C
4108|3600|적히다|동||C
4109|3603|제한되다|동|制限-|C
4110|3605|지속되다|동|持續-|C
4111|3606|쫓기다|동||C
4112|3607|쭉|부||C
4113|3613|평가되다|동|評價-|C
4114|3614|하도01|부||C
4115|3615|한창01|부||C
4116|3616|해안02|명|海岸|C
4117|3617|호박01|명||C
4118|3619|흑인|명|黑人|C
4119|3620|간08|명|肝|C
4120|3621|갇히다|동||C
4121|3628|근로02|명|勤勞|C
4122|3629|눈동자|명|-瞳子|C
4123|3631|닥치다01|동|다다르다|C
4124|3634|뜯다|동||C
4125|3636|몸짓|명||C
4126|3638|부담하다01|동|負擔-|C
4127|3640|부회장|명|副會長|C
4128|3642|빼앗다|동||C
4129|3643|삼키다|동||C
4130|3645|성실하다02|형|誠實-|C
4131|3646|스튜디오|명|studio|C
4132|3647|실제02|부|實際|C
4133|3650|이상적01|명|理想的|C
4134|3652|일쑤|명||C
4135|3653|일체01|명|一切|C
4136|3655|잦다03|형|왕래가 ~|C
4137|3656|절망02|명|絶望|C
4138|3657|접다01|동||C
4139|3659|제시되다|동|提示-|C
4140|3660|주방05|명|廚房|C
4141|3662|진출하다02|동|進出-|C
4142|3666|통과하다|동|通過-|C
4143|3667|투명하다02|형|透明-|C
4144|3671|확산되다|동|擴散-|C
4145|3672|경력02|명|經歷|C
4146|3674|고통스럽다|형|苦痛-|C
4147|3675|곤란하다|형|困難-|C
4148|3676|공중03|명|空中|C
4149|3677|공해01|명|公害|C
4150|3679|귀찮다|형||C
4151|3680|기대다01|동|의지하다|C
4152|3681|깨어나다|동||C
4153|3682|꼽히다01|동||C
4154|3683|대다수|명|大多數|C
4155|3685|듯싶다|보||C
4156|3686|먹이|명||C
4157|3688|무료01|명|無料|C
4158|3690|발레|명|&프ballet|C
4159|3693|상징하다|동|象徵-|C
4160|3694|실현하다|동|實現-|C
4161|3695|아깝다|형||C
4162|3696|안정되다|동|安定-|C
4163|3698|어리석다|형||C
4164|3699|엎드리다|동||C
4165|3700|여럿|명||C
4166|3702|연설02|명|演說|C
4167|3704|염려01|명|念慮|C
4168|3706|우습다|형||C
4169|3709|일자05|명|日子|C
4170|3712|전달되다|동|傳達-|C
4171|3719|칸01|명||C
4172|3720|한05|명|恨|C
4173|3723|갈수록|부||C
4174|3725|갖가지|명||C
4175|3726|거절하다01|동|拒絶-|C
4176|3731|구별하다|동|區別-|C
4177|3735|다행|명|多幸|C
4178|3737|동의02|명|同意|C
4179|3740|마무리|명||C
4180|3741|마주치다|동||C
4181|3742|막상01|부||C
4182|3744|몸통|명||C
4183|3745|못01|명|벽에 ~을 박다|C
4184|3746|묘사하다|동|描寫-|C
4185|3750|베다02|동|목을 ~|C
4186|3751|보장되다|동|保障-|C
4187|3752|볼01|명|뺨|C
4188|3753|부분적|명|部分的|C
4189|3755|불리다07|동|물에 ~|C
4190|3756|불행|명|不幸|C
4191|3757|비명02|명|悲鳴|C
4192|3759|순수03|명|純粹|C
4193|3760|시각03|명|時刻|C
4194|3761|실질적|명|實質的|C
4195|3762|안개|명||C
4196|3765|오로지|부||C
4197|3766|완성하다01|동|完成-|C
4198|3767|이런저런|관||C
4199|3769|임무01|명|任務|C
4200|3770|자연히|부|自然-|C
4201|3772|장난|명||C
4202|3774|전용04|명|專用|C
4203|3778|지극히|부|至極-|C
4204|3779|청하다|동|請-|C
4205|3783|확정02|명|確定|C
4206|3784|가상05|명|假想|C
4207|3786|간혹|부|間或|C
4208|3787|개방하다03|동|開放-|C
4209|3791|관계되다|동|關係-|C
4210|3792|국산|명|國産|C
4211|3800|도11|명|道. 전국 각 ~|C
4212|3802|리그01|명|league|C
4213|3803|마이크|명|mike|C
4214|3805|메우다02|동|'메다'의 사동사|C
4215|3806|면적|명|面積|C
4216|3809|반성01|명|反省|C
4217|3810|벌떡|부||C
4218|3811|보상02|명|補償|C
4219|3812|분리되다|동|分離-|C
4220|3813|빚|명||C
4221|3814|새기다01|동|문신을 ~|C
4222|3815|서민|명|庶民|C
4223|3816|석10|의|席|C
4224|3817|선정하다03|동|選定-|C
4225|3820|세다02|동|돈을 ~|C
4226|3821|소수08|명|少數|C
4227|3826|연간02|명|年間|C
4228|3827|영화제|명|映畵祭|C
4229|3828|예측하다|동|豫測-|C
4230|3829|용도02|명|用途|C
4231|3830|의심03|명|疑心|C
4232|3831|이동하다|동|移動-|C
4233|3832|자극하다|동|刺戟-|C
4234|3833|재빨리|부||C
4235|3835|적합하다|형|適合-|C
4236|3837|조절하다02|동|調節-|C
4237|3838|조정09|명|調整|C
4238|3839|중얼거리다|동||C
4239|3841|지급하다01|동|支給-|C
4240|3845|확장|명|擴張|C
4241|3846|힘차다|형||C
4242|3849|건조04|명|乾燥|C
4243|3851|고요하다|형||C
4244|3852|그대|대||C
4245|3854|긋다01|동|금을 ~|C
4246|3855|기둥01|명||C
4247|3857|날카롭다|형||C
4248|3859|논하다|동|論-|C
4249|3861|도덕|명|道德|C
4250|3862|동부05|명|東部|C
4251|3863|뒷모습|명||C
4252|3866|만만하다01|형|대적할 만함|C
4253|3867|못되다|형||C
4254|3869|보고하다02|동|報告-|C
4255|3870|사무소|명|事務所|C
4256|3874|상인07|명|商人|C
4257|3875|선언하다|동|宣言-|C
4258|3876|소원04|명|所願|C
4259|3879|엿보다|동||C
4260|3880|완성되다|동|完成-|C
4261|3881|유적08|명|遺跡|C
4262|3883|일생01|명|一生|C
4263|3884|입히다|동||C
4264|3885|잡아먹다|동||C
4265|3886|정보화|명|情報化|C
4266|3887|종종04|부|種種. ~ 놀러 오세요|C
4267|3890|차다03|동|시계를 ~|C
4268|3891|창작|명|創作|C
4269|3892|축소02|명|縮小|C
4270|3893|취향01|명|趣向|C
4271|3897|탄생하다|동|誕生-|C
4272|3899|학급|명|學級|C
4273|3900|해군01|명|海軍|C
4274|3903|효율적|명|效率的|C
4275|3905|간01|명|음식의 ~을 보다|C
4276|3906|간판02|명|看板|C
4277|3907|건드리다|동||C
4278|3909|관리하다|동|管理-|C
4279|3910|괴로움|명||C
4280|3912|근거하다|동|根據-|C
4281|3913|금액02|명|金額|C
4282|3916|달래다01|동||C
4283|3922|말리다02|동|싸움을 ~|C
4284|3923|맘01|명|마음|C
4285|3929|밝혀내다|동||C
4286|3930|부서지다|동||C
4287|3932|비행03|명|飛行|C
4288|3934|상관없다|형|相關-|C
4289|3936|성립하다|동|成立-|C
4290|3937|수명05|명|壽命|C
4291|3938|시즌|명|season|C
4292|3939|신기하다01|형|神奇-|C
4293|3940|업다|동||C
4294|3943|예감03|명|豫感|C
4295|3944|음식물02|명|飮食物|C
4296|3946|자신감|명|自信感|C
4297|3948|죄인|명|罪人|C
4298|3949|주의하다01|동|注意-|C
4299|3952|천01|명|실로 짠 물건|C
4300|3956|쾌감|명|快感|C
4301|3957|탄생|명|誕生|C
4302|3958|튀다|동||C
4303|3960|하필02|부|何必|C
4304|3963|활용|명|活用|C
4305|3967|거액|명|巨額|C
4306|3969|고집하다|동|固執-|C
4307|3970|곧잘|부||C
4308|3971|골짜기01|명||C
4309|3973|교훈02|명|敎訓|C
4310|3974|구르다01|동|바위가 ~|C
4311|3979|단편01|명|短篇|C
4312|3981|대처하다02|동|對處-|C
4313|3984|명확하다|형|明確-|C
4314|3986|발걸음|명||C
4315|3987|발길|명||C
4316|3991|빼앗기다|동||C
4317|3994|생산자|명|生産者|C
4318|3995|선진03|명|先進|C
4319|3998|소매01|명||C
4320|4001|시멘트|명|cement|C
4321|4002|신규|명|新規|C
4322|4003|신청하다01|동|申請-|C
4323|4004|실은|부|實-|C
4324|4005|심판02|명|審判|C
4325|4006|안기다02|동|'안다'의 사동사|C
4326|4007|양심02|명|良心|C
4327|4009|이사장|명|理事長|C
4328|4010|이자05|명|利子|C
4329|4013|자세하다01|형|仔細-|C
4330|4017|제비02|명|동물|C
4331|4018|제안02|명|提案|C
4332|4019|제안하다02|동|提案-|C
4333|4022|지난날|명||C
4334|4024|진급|명|進級|C
4335|4028|튀어나오다|동||C
4336|4029|표준01|명|標準|C
4337|4030|항구03|명|港口|C
4338|4032|허용|명|許容|C
4339|4033|헬기|명|helicopter機|C
4340|4034|간신히|부|艱辛-|C
4341|4036|감다03|동|실을 ~|C
4342|4038|같이하다|동||C
4343|4040|거품|명||C
4344|4043|공군02|명|空軍|C
4345|4046|기술자|명|技術者|C
4346|4048|년생80|의|年生. 80~|C
4347|4050|달리기|명||C
4348|4054|도전04|명|挑戰|C
4349|4058|면04|명|面. 행정 단위|C
4350|4060|보조02|명|補助|C
4351|4061|불리하다|형|不利-|C
4352|4062|불편01|명|不便|C
4353|4063|비비다|동||C
4354|4064|사과08|명|謝過|C
4355|4066|살아나다|동||C
4356|4074|속이다|동||C
4357|4075|수면07|명|睡眠|C
4358|4076|수천07|관|數千|C
4359|4079|승부03|명|勝負|C
4360|4080|시기04|명|時期|C
4361|4082|신념01|명|信念|C
4362|4086|여간|부|如干|C
4363|4089|영향력|명|影響力|C
4364|4090|예의06|명|禮儀|C
4365|4093|이내05|명|以內|C
4366|4094|이리저리02|부|~ 돌아다니다|C
4367|4095|인간적|명|人間的|C
4368|4097|임금01|명||C
4369|4099|잘나다|형||C
4370|4100|재능|명|才能|C
4371|4102|지불하다01|동|支拂-|C
4372|4107|파출소|명|派出所|C
4373|4108|판08|명|板|C
4374|4110|한문03|명|漢文|C
4375|4112|건네주다|동||C
4376|4113|결승01|명|決勝|C
4377|4114|공공02|명|公共|C
4378|4115|교양02|명|敎養|C
4379|4116|국왕|명|國王|C
4380|4118|극복01|명|克服|C
4381|4120|내려지다|동||C
4382|4121|냉동|명|冷凍|C
4383|4122|녹다01|동||C
4384|4124|대개03|명|大槪|C
4385|4135|수집하다02|동|蒐集-|C
4386|4136|승객|명|乘客|C
4387|4137|싱싱하다|형||C
4388|4146|외모02|명|外貌|C
4389|4149|인공01|명|人工|C
4390|4151|잠자리01|명|~를 바꾸다|C
4391|4153|저마다|부||C
4392|4154|전국적|명|全國的|C
4393|4155|전반03|명|全般|C
4394|4160|제자리|명||C
4395|4161|지루하다01|형||C
4396|4162|척08|의|隻|C
4397|4172|학술|명|學術|C
4398|4173|혈액|명|血液|C
4399|4174|화살01|명||C
4400|4175|화재01|명|火災|C
4401|4177|가르다|동||C
4402|4179|간격02|명|間隔|C
4403|4181|고함01|명|高喊|C
4404|4182|공격하다|동|攻擊-|C
4405|4183|그놈|대||C
4406|4185|기록되다|동|記錄-|C
4407|4186|끝없다|형||C
4408|4187|끼어들다|동||C
4409|4189|노선01|명|路線|C
4410|4191|답03|명|答|C
4411|4193|대사17|명|臺詞|C
4412|4195|도망치다|동|逃亡-|C
4413|4197|동15|의|棟|C
4414|4198|동의하다01|동|同意-|C
4415|4200|딱딱하다01|형|굳다|C
4416|4201|땅속|명||C
4417|4203|벌금|명|罰金|C
4418|4205|복13|명|福|C
4419|4206|봉사03|명|奉仕|C
4420|4207|부서12|명|部署|C
4421|4212|성08|명|城|C
4422|4213|소형03|명|小型|C
4423|4214|신인07|명|新人|C
4424|4218|악몽|명|惡夢|C
4425|4219|안내01|명|案內|C
4426|4221|언덕|명||C
4427|4223|열정02|명|熱情|C
4428|4224|오페라|명|opera|C
4429|4229|입맛|명||C
4430|4230|재즈|명|jazz|C
4431|4232|적응하다02|동|適應-|C
4432|4233|절대05|명|絶對|C
4433|4236|제공04|명|提供|C
4434|4237|지나치다|동||C
4435|4240|참가01|명|參加|C
4436|4242|추석01|명|秋夕|C
4437|4243|충돌|명|衝突|C
4438|4244|통로|명|通路|C
4439|4247|해소03|명|解消|C
4440|4248|행해지다|동|行-|C
4441|4250|현대인|명|現代人|C
4442|4251|혜택|명|惠澤|C
4443|4253|확02|부||C
4444|4258|골고루|부||C
4445|4259|구석구석|명||C
4446|4261|그제서야|부||C
4447|4268|등록증|명|登錄證|C
4448|4273|반복되다|동|反復-|C
4449|4274|발전02|명|發電|C
4450|4275|방해01|명|妨害|C
4451|4277|벼01|명||C
4452|4279|본인|명|本人|C
4453|4281|상점|명|商店|C
4454|4285|수백04|관|數百|C
4455|4288|실장|명|室長|C
4456|4289|쓸쓸하다|형||C
4457|4291|애01|명|~가 타다|C
4458|4292|어지럽다|형||C
4459|4293|어찌하다|동||C
4460|4294|예정되다|동|豫定-|C
4461|4296|이중03|명|二重|C
4462|4299|인정받다|동|認定-|C
4463|4303|자랑01|명||C
4464|4311|착각03|명|錯覺|C
4465|4312|창09|명|窓|C
4466|4313|친정04|명|親庭|C
4467|4315|타입02|명|type|C
4468|4319|행하다|동|行-|C
4469|4320|활짝|부||C
4470|4322|개별|명|個別|C
4471|4325|공식적|명|公式的|C
4472|4326|그런대로|부||C
4473|4328|기독교|명|基督敎|C
4474|4329|깨달음|명||C
4475|4334|눈부시다|형||C
4476|4339|마음먹다|동||C
4477|4340|목록|명|目錄|C
4478|4342|반성하다01|동|反省-|C
4479|4345|별명01|명|別名|C
4480|4346|보전03|명|保全|C
4481|4348|불어오다|동||C
4482|4352|소유하다01|동|所有-|C
4483|4354|스위치|명|switch|C
4484|4355|신세02|명|~를 망치다|C
4485|4357|알아내다|동||C
4486|4360|야단01|명|惹端|C
4487|4361|얘02|감||C
4488|4364|연결01|명|連結|C
4489|4365|연관06|명|聯關|C
4490|4368|용서하다|동|容恕-|C
4491|4369|우정02|명|友情|C
4492|4371|육군02|명|陸軍|C
4493|4372|음식점|명|飮食店|C
4494|4373|의논하다|동|議論-|C
4495|4380|주요하다|형|主要-|C
4496|4383|차마|부||C
4497|4384|참조02|명|參照|C
4498|4388|타고나다|동||C
4499|4392|행사02|명|行使|C
4500|4394|허용되다|동|許容-|C
4501|4397|가입|명|加入|C
4502|4398|가정07|명|假定|C
4503|4403|교체01|명|交替|C
4504|4407|꼬마|명||C
4505|4408|끝없이|부||C
4506|4409|나르다01|동||C
4507|4411|놀리다01|동|흉을 보다|C
4508|4412|늘어놓다|동||C
